0 1 2
54 33 1185
77 88 1185
92 35 1186
51 26 1186
40 94 1186
49 58 1186
44 55 1187
5 67 1187
87 1 1187
13 81 1187
17 99 1187
20 41 1187
36 3 1188
43 30 1188
65 40 1188
51 14 1188
40 24 1188
64 72 1189
98 77 1189
43 12 1189
59 19 1189
85 71 1189
33 70 1189
27 68 1189
17 58 1189
83 3 1189
11 35 1189
73 15 1189
36 18 1190
66 0 1190
65 79 1190
9 70 1190
83 79 1190
83 50 1190
80 54 1190
49 72 1190
52 91 1191
37 76 1191
54 19 1191
39 25 1191
83 54 1191
6 74 1191
91 73 1192
36 55 1192
66 61 1192
56 1 1192
5 75 1192
9 72 1192
30 82 1192
85 60 1193
33 78 1193
14 89 1193
5 9 1193
48 42 1193
57 17 1193
30 99 1193
90 87 1194
66 71 1194
43 48 1194
59 1 1194
46 16 1194
75 97 1194
30 23 1194
52 15 1195
25 99 1195
25 67 1195
14 75 1195
77 94 1195
47 16 1195
15 12 1196
27 62 1196
37 85 1196
96 27 1197
92 28 1197
59 50 1197
20 62 1197
35 75 1197
84 86 1197
84 2 1197
0 36 1198
65 52 1198
27 78 1198
1 52 1198
11 57 1198
61 58 1198
34 92 1199
59 38 1199
85 97 1199
25 10 1199
19 10 1199
57 66 1199
22 56 1199
3 69 1200
98 82 1200
43 93 1200
54 53 1200
55 8 1200
83 19 1200
6 42 1200
73 54 1200
73 6 1200
49 6 1200
30 66 1200
32 33 1200
25 81 1201
63 23 1201
99 64 1202
0 81 1202
92 35 1202
44 25 1202
33 6 1202
54 79 1202
1 85 1202
30 73 1202
59 81 1203
44 91 1203
19 47 1203
56 97 1203
15 56 1203
77 37 1203
40 75 1203
35 54 1203
59 60 1204
85 24 1204
27 77 1204
13 93 1204
13 81 1204
51 31 1204
5 43 1205
77 53 1205
43 93 1206
46 43 1206
54 88 1206
4 71 1206
47 48 1206
93 72 1207
0 59 1207
87 88 1207
72 6 1207
57 63 1207
4 33 1207
29 48 1207
6 17 1207
63 22 1207
12 46 1208
48 27 1208
77 8 1208
36 73 1209
0 6 1209
12 79 1209
5 80 1209
73 20 1209
49 67 1209
66 1 1210
2 21 1210
85 49 1210
13 9 1210
4 41 1210
20 18 1210
1 84 1210
93 63 1211
53 80 1211
0 17 1211
2 25 1211
33 81 1211
25 54 1211
54 68 1211
4 14 1211
55 33 1211
63 43 1211
51 11 1212
35 54 1212
32 53 1212
45 86 1213
81 93 1213
59 86 1213
2 52 1213
87 8 1213
72 33 1213
11 59 1213
49 45 1213
36 91 1214
8 38 1214
44 3 1214
56 91 1214
39 23 1214
84 7 1214
65 81 1215
25 99 1215
20 35 1215
6 94 1215
32 3 1215
62 43 1216
77 9 1216
42 60 1216
43 4 1217
59 25 1217
87 41 1217
73 94 1217
63 72 1217
8 74 1218
5 24 1218
55 0 1218
80 43 1218
3 20 1219
33 94 1219
2 17 1220
46 52 1220
27 61 1220
72 6 1220
17 49 1220
11 30 1220
0 40 1221
34 11 1221
85 21 1221
85 29 1221
60 12 1221
40 97 1221
9 97 1221
61 53 1221
84 5 1221
42 63 1221
28 62 1222
36 92 1222
52 55 1222
43 65 1222
14 76 1222
46 41 1222
60 30 1222
77 2 1222
39 27 1222
22 50 1222
61 8 1222
32 42 1222
93 82 1223
34 60 1223
85 45 1223
15 81 1223
9 7 1223
11 7 1223
28 54 1224
59 87 1224
33 16 1224
57 97 1224
60 8 1224
40 17 1224
9 34 1224
85 59 1225
25 44 1225
46 88 1225
8 96 1226
52 32 1226
44 76 1226
19 35 1226
19 35 1226
87 83 1226
48 59 1226
37 66 1226
20 13 1226
6 68 1226
80 52 1226
63 49 1226
50 25 1227
19 24 1227
57 72 1227
60 47 1227
6 38 1227
6 31 1227
49 32 1227
44 13 1228
87 95 1228
17 94 1228
84 93 1228
32 81 1228
64 27 1229
31 99 1229
36 34 1229
36 75 1229
5 26 1229
75 18 1229
77 29 1229
83 74 1229
63 90 1229
49 40 1229
52 26 1230
44 58 1230
15 44 1230
37 38 1230
61 76 1230
27 49 1231
77 98 1231
20 73 1231
35 1 1231
32 69 1231
41 78 1232
2 9 1232
15 10 1232
27 31 1232
37 55 1232
16 82 1232
40 58 1232
59 33 1233
13 38 1233
77 20 1233
17 86 1233
20 12 1233
63 74 1233
49 73 1233
30 97 1233
29 64 1234
40 89 1234
83 24 1234
20 73 1234
47 69 1234
0 3 1235
59 44 1235
56 49 1235
15 60 1235
60 59 1235
61 8 1235
6 50 1235
85 71 1236
37 32 1236
77 16 1236
39 98 1236
20 29 1236
1 78 1236
6 2 1236
80 88 1236
73 4 1236
15 3 1237
29 20 1237
9 97 1237
52 20 1238
12 25 1238
33 89 1238
27 57 1238
87 88 1238
39 31 1238
92 39 1239
85 44 1239
5 93 1239
57 34 1239
13 98 1239
40 72 1239
17 85 1239
28 57 1240
8 10 1240
39 28 1240
11 55 1240
6 95 1240
26 49 1241
65 31 1241
19 59 1241
46 10 1241
27 7 1241
48 85 1241
17 88 1241
6 52 1241
52 19 1242
16 28 1242
51 40 1242
83 74 1242
83 75 1242
73 15 1242
49 89 1242
0 82 1243
48 56 1243
57 7 1243
54 57 1243
13 98 1243
13 16 1243
55 68 1243
83 68 1243
5 59 1244
27 19 1244
27 51 1244
16 99 1244
17 16 1244
97 53 1245
43 12 1245
48 0 1245
57 71 1245
54 8 1245
13 90 1245
35 4 1245
66 30 1246
12 57 1246
2 36 1246
2 77 1246
44 43 1246
37 91 1246
16 50 1246
92 38 1247
56 11 1247
42 83 1247
2 20 1248
13 65 1248
4 31 1248
29 66 1248
51 64 1248
11 45 1248
76 36 1249
18 79 1249
59 46 1249
65 9 1249
27 98 1249
9 61 1249
35 85 1249
47 28 1249
47 64 1249
0 11 1250
92 53 1250
87 61 1250
37 56 1250
77 27 1250
35 40 1250
61 68 1250
47 15 1250
42 94 1250
97 31 1251
66 37 1251
56 19 1251
55 21 1251
9 19 1251
61 63 1251
30 66 1251
46 82 1252
4 14 1252
17 97 1252
84 8 1252
86 20 1253
10 24 1253
52 44 1253
2 60 1253
46 69 1253
10 94 1254
12 62 1254
59 90 1254
27 2 1254
77 8 1254
49 45 1254
32 82 1254
92 2 1255
33 13 1255
60 27 1255
22 10 1255
48 72 1256
77 64 1256
77 13 1256
84 42 1256
30 56 1256
87 69 1257
54 80 1257
40 27 1257
43 1 1258
2 3 1258
33 85 1258
1 84 1258
92 90 1259
17 7 1259
9 29 1259
63 43 1259
43 70 1260
46 10 1260
13 6 1260
51 76 1260
51 55 1260
11 97 1260
29 79 1261
9 56 1261
91 12 1262
43 15 1262
12 87 1262
51 55 1262
39 41 1262
73 69 1262
73 79 1262
73 33 1262
66 11 1263
54 37 1263
55 8 1263
17 11 1263
22 83 1263
61 78 1263
30 84 1263
10 11 1264
19 71 1264
87 65 1264
83 87 1264
63 39 1264
79 11 1265
8 17 1265
8 32 1265
87 18 1265
48 45 1265
35 68 1265
68 70 1266
57 96 1266
57 45 1266
13 92 1266
36 53 1267
34 80 1267
66 78 1267
43 3 1267
77 44 1267
0 58 1268
52 38 1268
85 26 1268
13 73 1268
34 61 1269
52 99 1269
46 65 1269
9 36 1269
22 56 1269
63 72 1269
49 43 1269
14 62 1270
61 94 1270
73 58 1270
49 69 1270
36 96 1271
12 55 1271
44 29 1271
14 83 1271
13 84 1271
29 8 1271
77 60 1271
40 0 1271
11 30 1271
66 74 1272
2 30 1272
37 45 1272
37 9 1272
16 7 1272
4 43 1272
29 46 1272
10 37 1273
2 64 1273
87 6 1273
72 47 1273
22 70 1273
34 60 1274
85 56 1274
4 35 1274
17 4 1274
47 42 1274
43 17 1275
27 59 1275
29 65 1275
77 94 1275
15 80 1276
60 21 1276
4 72 1276
55 50 1276
22 13 1276
80 37 1276
24 51 1277
36 79 1277
6 79 1277
93 13 1278
36 52 1278
5 61 1278
62 35 1279
19 42 1279
51 65 1279
84 13 1279
8 23 1280
2 20 1280
15 74 1280
57 2 1280
16 25 1280
95 9 1281
52 93 1281
15 70 1281
46 71 1281
87 69 1281
60 11 1281
4 54 1281
83 88 1281
22 16 1281
12 91 1282
6 59 1282
80 90 1282
34 91 1283
25 30 1283
4 59 1283
83 86 1283
30 72 1283
10 90 1284
59 12 1284
2 61 1284
13 96 1284
0 65 1285
92 75 1285
14 7 1285
37 27 1285
37 35 1285
83 10 1285
93 48 1286
66 76 1286
40 50 1286
35 45 1286
11 63 1286
80 48 1286
80 84 1286
24 89 1287
66 32 1287
43 44 1287
25 82 1287
48 82 1287
20 7 1287
11 74 1287
73 96 1287
36 75 1288
34 58 1288
65 4 1288
85 94 1288
19 31 1288
56 19 1288
39 3 1288
22 60 1288
6 35 1288
73 33 1288
33 61 1289
15 43 1289
48 6 1289
60 4 1289
75 46 1289
17 95 1289
92 19 1290
2 58 1290
85 12 1290
83 53 1290
1 11 1290
11 18 1290
25 66 1291
46 21 1291
60 46 1291
54 17 1291
83 65 1291
84 25 1291
36 26 1292
33 62 1292
19 14 1292
35 98 1292
2 63 1293
57 9 1293
84 2 1293
46 53 1294
9 10 1294
83 49 1294
32 55 1294
32 42 1294
15 8 1295
46 87 1295
54 74 1295
40 23 1295
92 87 1296
33 3 1296
19 58 1296
51 62 1296
11 97 1296
80 3 1296
32 12 1296
0 58 1297
43 33 1297
55 41 1297
36 37 1298
16 28 1298
4 27 1298
61 53 1298
73 11 1298
85 25 1299
5 49 1299
51 63 1299
0 21 1300
14 13 1300
51 12 1300
9 47 1300
13 74 1301
4 44 1301
11 38 1301
11 86 1301
61 25 1301
43 6 1302
29 52 1302
55 27 1302
55 4 1302
36 63 1303
92 42 1303
43 55 1303
44 88 1303
57 43 1303
55 18 1303
35 11 1303
1 46 1303
80 87 1303
8 51 1304
0 25 1304
37 53 1304
66 47 1305
65 0 1305
83 32 1305
73 5 1305
32 79 1305
66 83 1306
12 43 1306
25 90 1306
29 2 1306
40 54 1306
47 48 1306
41 78 1307
89 14 1307
12 36 1307
59 61 1307
15 89 1307
75 20 1307
20 49 1307
30 86 1307
32 56 1307
92 81 1308
12 21 1308
27 30 1308
40 87 1308
42 14 1308
65 83 1309
55 90 1309
55 41 1309
17 54 1309
22 24 1309
63 13 1309
42 11 1309
3 58 1310
10 51 1310
43 82 1310
19 88 1310
72 73 1310
12 37 1311
40 18 1311
17 5 1311
36 3 1312
34 69 1312
27 5 1312
75 57 1312
51 94 1312
1 99 1312
34 50 1313
52 38 1313
57 96 1313
4 87 1313
51 4 1313
8 86 1314
92 99 1314
60 23 1314
35 46 1314
22 85 1314
8 4 1315
19 71 1315
72 10 1315
16 33 1315
40 60 1315
42 48 1315
33 70 1316
25 48 1316
56 62 1316
75 63 1316
13 7 1316
4 1 1316
84 35 1316
30 57 1316
43 88 1317
60 79 1317
9 39 1317
1 55 1317
49 46 1317
12 8 1318
12 6 1318
59 91 1318
59 87 1318
65 16 1318
46 52 1318
46 56 1318
37 32 1318
84 76 1318
42 49 1318
44 3 1319
33 39 1319
15 72 1319
46 20 1319
13 37 1319
22 17 1319
73 2 1319
47 0 1319
8 22 1320
85 80 1320
87 23 1320
55 52 1320
84 97 1320
85 48 1321
33 83 1321
56 89 1321
57 4 1321
39 74 1321
1 3 1321
1 10 1321
61 20 1321
34 59 1322
27 51 1322
5 68 1323
13 22 1323
55 64 1323
32 28 1323
89 75 1324
8 60 1324
92 34 1324
85 8 1324
19 93 1324
46 42 1324
37 67 1324
9 13 1324
34 43 1325
66 10 1325
2 29 1325
85 48 1325
14 1 1325
56 58 1325
87 26 1325
13 66 1325
61 84 1325
6 94 1325
90 7 1326
57 62 1326
54 50 1326
9 57 1326
35 48 1326
49 31 1326
30 64 1326
65 81 1327
33 17 1327
5 22 1327
54 25 1327
61 54 1327
80 10 1327
0 67 1328
37 21 1328
47 42 1328
0 37 1329
34 8 1329
75 65 1329
20 4 1329
72 79 1330
16 27 1330
51 24 1330
57 99 1331
35 25 1331
73 24 1331
3 0 1332
59 67 1332
14 26 1332
4 52 1332
39 92 1332
73 58 1332
30 12 1332
32 44 1332
34 15 1333
2 64 1333
33 53 1333
19 42 1333
87 20 1333
48 84 1333
13 58 1333
16 15 1333
73 47 1333
32 83 1333
66 70 1334
85 71 1334
33 39 1334
56 29 1334
5 10 1334
54 82 1334
13 95 1334
49 29 1334
93 79 1335
66 60 1335
12 40 1335
48 55 1335
9 30 1335
35 30 1335
95 27 1336
8 83 1336
66 94 1336
19 51 1336
5 24 1336
72 69 1336
42 8 1336
62 38 1337
36 91 1337
44 47 1337
60 79 1337
54 92 1337
61 14 1337
30 79 1337
93 57 1338
64 97 1338
65 4 1338
2 98 1338
85 78 1338
57 22 1338
17 0 1338
1 69 1338
30 89 1338
18 16 1339
92 73 1339
65 22 1339
2 71 1339
85 93 1339
57 49 1339
77 57 1339
40 52 1339
39 43 1339
20 94 1339
80 34 1339
84 36 1339
30 9 1339
42 63 1339
4 56 1340
29 81 1340
39 28 1340
61 86 1340
36 66 1341
2 39 1341
44 9 1341
19 83 1341
49 85 1341
30 41 1341
0 8 1342
34 71 1342
57 56 1342
37 30 1342
60 6 1342
29 0 1342
6 87 1342
30 69 1342
41 30 1343
66 20 1343
4 7 1343
55 87 1343
77 42 1343
22 61 1343
61 88 1343
10 81 1344
92 27 1344
44 7 1344
87 63 1344
51 87 1344
83 77 1344
6 19 1344
73 18 1344
73 35 1344
66 77 1345
39 24 1345
6 27 1345
73 48 1345
32 11 1345
0 94 1346
10 21 1346
66 59 1346
43 19 1346
56 63 1346
57 28 1346
35 8 1346
0 41 1347
0 35 1347
14 66 1347
14 88 1347
57 24 1347
13 8 1347
34 51 1348
52 67 1348
59 58 1348
37 31 1348
83 7 1348
1 38 1348
49 4 1348
63 0 1349
42 31 1349
12 1 1350
13 48 1350
83 75 1350
12 66 1351
27 2 1351
75 29 1351
11 20 1351
73 19 1351
41 52 1352
46 36 1352
48 72 1352
60 68 1352
75 15 1352
55 98 1352
79 19 1353
92 63 1353
75 66 1353
0 34 1354
0 44 1354
52 0 1354
14 35 1354
56 26 1354
60 66 1354
16 92 1354
9 16 1354
63 85 1354
59 78 1355
60 64 1355
13 76 1355
30 48 1355
92 91 1356
25 68 1356
14 96 1356
56 14 1356
55 30 1356
83 34 1356
80 95 1356
63 41 1356
47 88 1356
82 12 1357
97 90 1357
54 92 1357
54 47 1357
16 71 1357
4 82 1357
4 75 1357
1 41 1357
47 73 1357
45 40 1358
0 93 1358
92 19 1358
66 2 1358
15 54 1358
22 24 1358
37 51 1359
13 34 1359
39 90 1359
35 17 1359
52 26 1360
85 77 1360
33 18 1360
55 49 1360
9 57 1360
30 53 1360
32 58 1360
12 17 1361
85 64 1361
57 24 1361
17 74 1361
11 12 1361
11 54 1361
61 11 1361
49 90 1361
34 70 1362
46 76 1362
72 78 1362
4 21 1362
29 0 1362
77 93 1362
9 85 1362
82 57 1363
68 80 1363
0 18 1363
10 70 1363
29 10 1363
47 5 1363
65 41 1364
19 30 1364
27 22 1364
57 12 1364
75 27 1364
83 60 1364
32 29 1364
50 76 1365
27 95 1365
80 82 1365
63 99 1365
49 38 1365
41 48 1366
25 98 1366
42 6 1366
25 45 1367
17 88 1367
34 52 1368
52 38 1368
52 59 1368
66 73 1368
12 43 1368
40 15 1368
1 27 1368
63 61 1368
8 4 1369
6 53 1369
57 41 1370
60 78 1370
29 58 1370
9 30 1370
42 40 1370
28 22 1371
8 56 1371
44 48 1371
5 40 1371
39 53 1371
32 11 1371
81 53 1372
52 45 1372
57 20 1372
51 25 1372
51 29 1372
9 86 1372
35 42 1372
12 30 1373
87 68 1373
48 74 1373
77 28 1373
47 77 1373
42 51 1373
32 48 1373
93 2 1374
56 36 1374
37 54 1374
9 48 1374
84 85 1374
18 33 1375
36 29 1375
52 35 1375
66 11 1375
59 78 1375
2 46 1375
44 14 1375
29 7 1375
19 26 1376
56 49 1376
37 36 1376
55 71 1376
40 54 1376
22 98 1376
6 8 1376
63 7 1376
82 39 1377
65 95 1377
85 18 1377
54 33 1377
84 70 1377
49 81 1377
49 87 1377
70 88 1378
66 21 1378
33 1 1378
48 10 1378
72 29 1378
9 30 1378
42 19 1378
38 34 1379
52 66 1379
19 34 1379
61 38 1379
42 35 1379
92 25 1380
59 74 1380
14 19 1380
57 5 1380
21 23 1381
97 64 1381
60 47 1381
83 16 1381
61 81 1381
84 95 1381
37 49 1382
77 23 1382
61 33 1382
63 51 1382
59 42 1383
87 41 1383
87 1 1383
57 93 1383
75 48 1383
17 36 1383
22 42 1383
42 66 1383
89 61 1384
43 81 1384
25 89 1384
19 38 1384
46 12 1384
5 99 1384
39 90 1384
73 6 1384
8 9 1385
0 7 1385
43 16 1385
44 94 1385
27 2 1385
57 5 1385
54 41 1385
73 4 1385
31 6 1386
92 6 1386
77 1 1386
6 61 1386
84 26 1386
92 52 1387
59 29 1387
63 38 1387
47 59 1387
3 90 1388
52 12 1388
15 43 1388
5 12 1388
54 91 1388
54 50 1388
16 60 1388
39 82 1388
39 49 1388
59 42 1389
33 66 1389
40 19 1389
32 95 1389
92 34 1390
66 79 1390
43 98 1390
65 56 1390
25 21 1390
56 71 1390
84 75 1390
36 52 1391
8 72 1391
15 79 1391
75 14 1391
92 64 1392
34 27 1392
37 94 1392
16 41 1392
1 99 1392
61 73 1392
6 69 1392
2 52 1393
14 12 1393
19 45 1393
37 25 1393
60 14 1393
40 47 1393
22 80 1393
86 92 1394
10 62 1394
10 67 1394
92 1 1394
33 31 1394
46 40 1394
5 2 1394
27 37 1394
75 67 1394
61 82 1394
34 52 1395
43 37 1395
85 39 1395
19 4 1395
1 86 1395
22 77 1395
10 20 1396
65 8 1396
14 29 1396
19 5 1396
46 57 1396
87 21 1396
40 10 1396
11 21 1396
30 16 1396
32 22 1396
59 18 1397
87 35 1397
61 26 1397
92 14 1398
66 55 1398
75 42 1398
29 77 1398
55 2 1398
77 9 1398
63 78 1398
47 0 1398
43 86 1399
59 83 1399
60 80 1399
6 90 1399
63 72 1399
36 65 1400
0 38 1400
10 12 1400
14 61 1400
57 41 1400
29 63 1400
40 31 1400
17 4 1400
32 26 1400
34 47 1401
27 42 1401
61 31 1401
59 43 1402
77 19 1402
17 92 1402
22 81 1402
32 12 1402
34 92 1403
65 45 1403
85 15 1403
20 88 1403
52 79 1404
5 39 1404
51 18 1404
39 34 1404
47 66 1404
0 33 1405
25 4 1405
4 78 1405
77 73 1405
36 57 1406
0 24 1406
33 84 1406
57 47 1406
75 5 1406
22 59 1406
80 6 1406
70 20 1407
43 50 1407
15 78 1407
15 44 1407
6 82 1407
47 90 1407
24 62 1408
41 99 1408
36 28 1408
12 4 1408
65 27 1408
3 76 1409
59 80 1409
44 83 1409
47 74 1409
93 50 1410
92 54 1410
55 93 1410
39 90 1410
1 90 1410
61 17 1410
85 18 1411
83 42 1411
35 30 1411
6 31 1411
80 69 1411
30 41 1411
16 66 1412
29 77 1412
77 80 1412
39 98 1412
73 50 1412
49 2 1412
30 0 1412
44 94 1413
87 8 1413
37 63 1413
17 73 1413
63 49 1413
0 87 1414
92 44 1414
66 37 1414
57 41 1414
13 9 1414
40 5 1414
10 2 1415
75 18 1415
22 93 1415
49 69 1415
47 38 1415
45 46 1416
85 83 1416
57 29 1416
37 79 1416
29 88 1416
61 92 1416
42 28 1416
18 89 1417
25 69 1417
15 42 1417
27 17 1417
6 20 1418
49 27 1418
30 37 1418
56 47 1419
37 70 1419
16 43 1419
29 38 1419
55 13 1419
77 36 1419
6 3 1419
82 53 1420
8 15 1420
46 60 1420
54 7 1420
40 23 1420
49 26 1420
32 78 1420
60 2 1421
29 61 1421
20 96 1421
1 12 1421
6 51 1421
30 20 1421
33 10 1422
60 35 1422
75 28 1422
20 60 1422
80 11 1422
32 76 1422
93 54 1423
43 3 1423
87 18 1423
4 3 1423
55 30 1423
63 43 1423
2 90 1424
33 21 1424
33 63 1424
72 88 1424
16 81 1424
1 14 1424
80 98 1424
47 50 1424
65 91 1425
54 52 1425
22 72 1425
30 9 1425
34 82 1426
52 27 1426
25 97 1426
25 83 1426
1 80 1426
11 48 1426
80 38 1426
63 62 1426
30 80 1426
92 34 1427
57 91 1427
75 54 1427
51 53 1427
68 89 1428
71 65 1428
1 98 1428
58 75 1429
0 91 1429
85 43 1429
73 4 1429
63 96 1429
65 93 1430
85 24 1430
14 49 1430
75 77 1430
54 45 1430
1 39 1430
11 63 1430
30 69 1430
16 60 1431
40 1 1431
0 72 1432
19 83 1432
27 96 1432
72 78 1432
13 70 1432
13 39 1432
4 74 1432
77 43 1432
83 47 1432
80 72 1432
28 68 1433
2 21 1433
44 61 1433
5 27 1433
4 92 1433
9 66 1433
22 40 1433
10 1 1434
44 74 1434
61 17 1434
49 84 1434
43 36 1435
51 25 1435
77 5 1435
6 31 1435
34 91 1436
85 86 1436
87 36 1436
75 85 1436
54 99 1436
2 71 1437
85 61 1437
19 6 1437
5 65 1437
27 92 1437
87 78 1437
60 7 1437
62 82 1438
14 20 1438
15 88 1438
48 14 1438
37 51 1438
40 89 1438
1 44 1438
80 68 1438
73 76 1438
8 99 1439
10 82 1439
66 18 1439
25 81 1439
46 73 1439
57 1 1439
4 37 1439
17 22 1439
20 61 1439
22 78 1439
12 23 1440
25 86 1440
55 88 1440
77 65 1440
83 12 1440
49 52 1440
95 40 1441
34 92 1441
44 55 1441
33 45 1441
33 4 1441
14 85 1441
54 39 1441
30 76 1441
42 65 1441
57 13 1442
4 66 1442
55 75 1442
83 84 1442
30 59 1442
76 88 1443
12 46 1443
65 33 1443
65 20 1443
55 17 1443
11 80 1443
81 31 1444
59 71 1444
15 18 1444
16 13 1444
35 15 1444
32 36 1444
19 50 1445
19 80 1445
46 24 1445
16 80 1445
80 74 1445
36 85 1446
5 26 1446
60 82 1446
13 53 1446
40 0 1446
59 52 1447
33 2 1447
14 18 1447
60 58 1447
17 91 1447
10 91 1448
66 51 1448
87 91 1448
55 58 1448
20 64 1448
61 99 1448
59 99 1449
65 87 1449
19 54 1449
29 20 1449
84 9 1449
8 70 1450
12 44 1450
56 47 1450
15 55 1450
72 30 1450
37 19 1450
51 72 1450
63 18 1450
63 92 1450
30 81 1450
58 73 1451
25 10 1451
27 56 1451
87 78 1451
60 98 1451
54 74 1451
4 6 1451
17 21 1451
22 99 1451
27 71 1452
87 48 1452
35 72 1452
35 47 1452
55 96 1453
17 95 1453
34 30 1454
25 71 1454
25 97 1454
37 33 1454
9 11 1454
1 69 1454
80 30 1454
47 29 1454
33 74 1455
14 22 1455
39 9 1455
61 45 1455
61 45 1455
47 85 1455
47 94 1455
52 74 1456
57 54 1456
60 24 1456
13 18 1456
29 34 1456
51 49 1456
10 57 1457
92 41 1457
12 40 1457
65 40 1457
2 65 1457
33 11 1457
48 0 1457
54 82 1458
22 29 1458
34 48 1459
19 24 1459
37 28 1459
55 81 1459
39 22 1459
1 34 1459
1 46 1459
6 2 1459
84 52 1459
49 79 1459
49 97 1459
42 3 1459
14 8 1460
15 57 1460
87 59 1460
48 97 1460
60 0 1460
55 70 1460
12 72 1461
29 24 1461
47 20 1461
65 36 1462
2 58 1462
2 34 1462
85 59 1462
33 26 1462
27 58 1462
27 2 1462
51 42 1462
20 51 1462
15 94 1463
5 21 1463
5 53 1463
72 83 1463
60 55 1463
6 26 1463
12 16 1464
85 79 1464
44 92 1464
46 24 1464
57 50 1464
54 6 1464
16 94 1464
4 21 1464
80 33 1464
42 55 1464
8 86 1465
33 97 1465
29 62 1465
80 34 1465
42 9 1465
10 93 1466
43 91 1466
59 46 1466
33 83 1466
14 29 1466
61 43 1466
80 91 1466
63 97 1466
92 34 1467
66 26 1467
44 39 1467
55 66 1467
59 19 1468
16 64 1468
17 75 1469
20 44 1469
20 22 1469
63 39 1469
47 45 1469
42 33 1469
36 61 1470
8 61 1470
34 9 1470
13 8 1470
49 89 1470
16 27 1471
22 46 1471
6 77 1471
58 39 1472
99 25 1472
34 15 1472
43 93 1472
15 32 1472
48 42 1472
75 99 1472
20 11 1472
49 30 1472
30 62 1472
32 64 1472
66 97 1473
75 37 1473
13 25 1473
39 62 1473
9 60 1473
83 23 1473
84 55 1473
34 40 1474
43 64 1474
56 74 1474
15 65 1474
5 39 1474
60 28 1474
60 1 1474
51 74 1474
17 29 1474
22 95 1474
10 4 1475
34 38 1475
34 28 1475
56 76 1475
5 30 1475
57 14 1475
13 45 1475
49 13 1475
30 78 1475
59 65 1476
33 19 1476
33 83 1476
60 94 1476
16 8 1476
1 98 1476
8 9 1477
59 5 1477
44 38 1477
19 64 1477
27 82 1477
75 4 1477
1 81 1477
32 15 1477
43 2 1478
12 58 1478
12 50 1478
27 45 1478
72 53 1478
29 86 1478
30 21 1478
65 31 1479
19 45 1479
87 3 1479
37 83 1479
75 57 1479
16 59 1479
39 73 1479
11 42 1479
63 49 1479
36 99 1480
12 32 1480
56 13 1480
27 33 1480
87 81 1480
48 67 1480
57 6 1480
1 16 1480
32 28 1480
68 14 1481
10 59 1481
10 13 1481
48 58 1481
51 5 1481
40 88 1481
1 67 1481
80 44 1481
84 77 1481
8 5 1482
59 58 1482
5 30 1482
13 64 1482
35 27 1482
35 48 1482
42 44 1482
79 32 1483
8 94 1483
15 70 1483
27 78 1483
77 36 1483
9 71 1483
9 62 1483
49 22 1483
52 67 1484
12 86 1484
60 69 1484
54 10 1484
51 19 1484
84 18 1484
8 81 1485
52 58 1485
33 39 1485
56 24 1485
29 74 1485
29 15 1485
22 35 1485
63 13 1485
49 31 1485
59 12 1486
75 39 1486
83 52 1486
83 15 1486
43 76 1487
29 13 1487
77 58 1487
73 80 1487
42 57 1487
12 83 1488
46 73 1488
42 74 1488
52 30 1489
65 99 1489
2 89 1489
40 66 1489
20 71 1489
87 95 1490
48 78 1490
16 14 1490
9 23 1490
52 93 1491
52 85 1491
85 9 1491
48 94 1491
60 96 1491
80 48 1491
63 6 1491
42 89 1491
8 11 1492
59 44 1492
14 51 1492
19 9 1492
60 93 1492
75 36 1492
22 90 1492
63 31 1492
36 9 1493
8 96 1493
52 99 1493
65 88 1493
72 1 1493
20 1 1493
73 4 1493
21 76 1494
8 29 1494
10 52 1494
72 51 1494
35 59 1494
61 33 1494
63 37 1494
71 74 1495
85 21 1495
14 1 1495
1 39 1495
61 3 1495
6 1 1495
32 99 1495
59 48 1496
19 52 1496
16 17 1496
9 16 1496
42 45 1496
2 7 1497
15 64 1497
75 24 1497
16 8 1497
1 4 1497
99 93 1498
8 32 1498
12 8 1498
51 2 1498
9 61 1498
30 0 1498
10 89 1499
52 28 1499
59 20 1499
87 93 1499
47 63 1499
0 79 1500
52 60 1500
77 17 1500
40 41 1500
11 14 1500
43 38 1501
46 10 1501
37 24 1501
13 92 1501
13 77 1501
4 62 1501
9 69 1501
34 22 1502
14 33 1502
49 11 1502
34 55 1503
43 52 1503
65 4 1503
60 30 1503
1 38 1503
80 20 1503
73 96 1503
47 77 1503
46 98 1504
13 95 1504
40 76 1504
22 54 1504
22 20 1504
63 93 1504
13 38 1505
36 20 1506
46 69 1506
44 86 1507
84 18 1507
66 4 1508
59 65 1508
59 72 1508
56 1 1508
46 52 1508
37 69 1508
37 57 1508
75 43 1508
83 71 1508
83 88 1508
92 96 1509
92 71 1509
12 91 1509
65 44 1509
14 23 1509
56 87 1509
60 5 1509
13 50 1509
49 84 1509
0 69 1510
34 25 1510
16 98 1510
51 0 1510
11 77 1510
6 94 1510
0 19 1511
33 97 1511
33 55 1511
19 81 1511
5 8 1511
87 69 1511
72 2 1511
37 6 1511
60 34 1511
75 35 1511
29 90 1511
29 4 1511
77 42 1511
84 7 1511
36 61 1512
46 37 1512
10 40 1513
13 46 1513
9 64 1513
47 0 1513
42 25 1513
36 22 1514
10 50 1514
65 49 1514
2 4 1514
16 76 1514
63 70 1514
31 33 1515
43 92 1515
46 0 1515
